	BL001	BL007	BL008	BL013	BL019	BL020	BL030	BL031	BL032	BL033	BL034	BL035	BL036	BL037	BL038	BL040	BL041	BL043	BL048	BL049	BL051	BL052	BL055	BL057	BL059	BL060	BL061	BL065	BL067	BL069	BL073	BL074	BL075	BL085	BL086	BL092	BL093	BL099	BL100	BL103	BL107	BL108	BL109	BL110	BL111	BL112	BL114	BL115	BL116	BL117	BL118	BL120	BL121	BL122	BL124	BL126	BL128	BL130
NOS2	0.1950776355	0.043632508	-0.130968237	0.0837861019999995	-0.115359475	0.384555541999999	0.0742836609999999	0.0558290509999999	-0.112536221	-0.0328222709999997	-0.0565644320000001	0.0386476609999997	-0.0277176020000001	0.119933863999999	1.097272135	0.592169	0.0466886779999998	-0.00479828799999993	0.0993630169999991	-0.0367057119999998	-0.121310449	-0.065229661	-0.0111443730000005	-0.0235640840000002	-0.0167699150000002	0.225632653	-0.088120763	0.182123441	-0.0977537889999995	-0.00101834799999967	-0.0673415000000004	-0.121097899	0.00340432999999951	-0.0126394410000001	-0.000530270999999694	-0.0140934399999999	0.0239175679999999	0.0125597119999998	-0.101619593	-0.0908549150000004	0.558070762	0.145709127	-0.111397203	-0.00724954200000028	0.332491635499999	0.81570444	0.0447863899999996	0.0727257629999993	-0.0201141190000005	-0.0529251779999997	0.0428231659999998	-0.123522153000001	0.000530270999999694	0.0517685590000001	0.0328568979999995	0.0227565599999995	0.00699550799999926	-0.0478384580000002
KLRF1	1.3549334405	-0.0976500090000005	-0.107520550999999	0.0434800929999994	0.150148296	0.617654212	-0.0209837030000006	0.0804255170000001	0.282299584	-0.0373782880000002	0.18401483	0.118061534	0.00164668599999995	0.05044994	-0.0505278220000003	0.198600313	0.107734127000001	0.0186820079999999	-0.00164668599999995	0.892108042	0.120179059	-0.162368229	-0.0583310850000007	-0.0855247879999999	-0.00442741500000032	-0.156176797	0.046491499	-0.120084110000001	-0.0365139159999996	-0.185789466999999	-0.053084127	-0.158311721	0.0520628720000005	0.18600689	0.235261195	-0.109032957	-0.0252168900000003	-0.0739103989999998	-0.138812805	-0.0671743820000001	-0.0497019239999998	0.0684994489999999	0.0500018899999999	0.215704940999999	0.0225466354999995	-0.035574907	0.291398914999999	1.086330992	0.120547381	-0.0198941699999997	0.00522394500000001	-0.143304856	0.0987631950000001	-0.105141009	-0.0206825180000001	0.194092297	-0.151309704	-0.256549533999999
LARP7	-0.5414969075	-0.471231967	-0.0455374069999999	-0.487025271000001	0.00717940700000019	-0.882810797000001	0.476516559	0.0390557450000002	-0.0494905600000002	-0.0282246780000004	0.0892121780000008	-0.244907915	-0.263536915	0.331169914999999	0.293825575999999	-1.27238939	-0.597499118	0.342045068	-0.250541847	-0.407628577	0.470430880999999	0.00857883099999901	-0.497226593	0.103117339	0.164932898	-0.612381652	-0.123742323000001	0.0231951869999993	-0.755466645	-0.114898543	-0.142052882	-0.119092102000001	0.422653305	0.359876593	0.11141122	-0.679671881	-0.0860608979999999	-0.0918392039999998	-0.00717940700000019	0.0428808470000006	-0.305955526	0.242639033	0.307920186	-0.718747153	0.1472985675	0.195551863999999	-0.0212923730000001	0.0576052039999992	-0.588273822	0.234084364000001	0.459292097999999	0.0965064740000003	-0.247489305000001	0.0193886769999998	0.217178864	0.240901966	0.00813176199999921	0.611408254
ATP6V0A1	0.114905762999999	0.243612550500001	0.216804059500001	0.756499330500001	0.2236623645	-0.6578512965	-0.0073978385000002	-0.6265106355	-0.2645247715	0.2178221785	-0.0940952875000001	-0.1605831435	0.282018974500001	-0.5641788725	-0.5426991775	0.5945127375	0.219343636500001	-0.1974531605	0.440834144499999	-0.0814871614999992	-0.680705584499999	-0.1347032285	0.1481277205	-0.580455940499999	-0.1336452795	0.103986737500001	0.4900948555	-0.318844821499999	0.312272245500001	0.210906296500001	0.207306652500001	-0.5770290935	-0.0473480764999996	-0.5689336525	0.0073978385000002	0.4233728905	0.0670631444999996	-0.424561703499999	-0.5286800255	-0.6777503645	-0.120949398500001	0.337326177500001	-0.2828308215	0.2789965845	0.394434102	0.551242652500001	0.7404254325	0.768423331499999	-0.4486959575	-0.0819943384999986	-0.0942904695000006	0.487848787500001	0.148819500499999	-0.382900415499999	0.0658196014999994	0.740173585500001	-0.2121348055	-0.241577652499999
SUSD2	-0.5172081695	-0.168627517	-0.0376735510000001	-0.0235465340000003	0.0977014490000006	3.986177063	-0.244286534	-0.401201551	0.448559737	-0.0203352460000001	-0.408513424	0.158814873	1.762912042	-0.244334738	-0.571504704000001	0.685554212	0.183471077	-0.50630772	-0.128099195	-0.29682106	-0.317710975	-0.13075289	0.982210075999999	0.490351924	0.156754856	1.016610746	-0.519111551	-0.204995619	0.687329533000001	-0.468164703999999	2.267730788	0.537741244999999	-0.0462704999999994	1.683970788	0.547591584	-0.312415279	0.0203352460000001	-0.139540160999999	0.178145517	0.178184957	2.072095279	-0.291466059999999	-0.149847348	0.66169528	-0.364219305500001	-0.155136873	1.155928415	-0.320164381000001	0.327971737	0.714696034	0.324622699	0.269752144	-0.534601398	0.445263855	1.796861364	-0.287587568	0.0682803639999996	-0.349927076999999
RPRM	-0.121983111	-0.0930631195	0.0144056104999999	-0.0808491524999999	0.1924812365	0.5927203895	0.1513660505	-0.0941924074999996	0.0488689485	-0.127901169499999	0.4268963475	0.5473973225	-0.0144056104999999	-0.1126479155	0.103636745499999	-0.1169016785	0.484965644500001	-0.1059154915	-0.0929921524999999	-0.2431808485	-0.2828128485	-0.2283141695	0.114185949499999	1.1870152035	-0.2660903895	0.269894686500001	-0.1424244075	0.1216874745	0.229330965500001	2.3298579145	0.0870703214999997	0.6840496095	-0.1129900855	-0.193977153500001	0.2278837285	0.974827186500001	-0.0675062544999996	-0.2348498315	-0.2929842885	-0.2216369835	0.0270367795000004	2.2042217115	-0.0603787545000003	0.3141240675	1.183948788	0.5524054905	1.0722219145	-0.0215197965000007	-0.0256987375	-0.233008144499999	2.3218271485	0.1526833725	-0.0240881694999997	-0.0928535095000003	-0.0144056104999999	0.8249306275	-0.2420015095	0.4018225585
CD177	-0.232615902500001	0.0133123769999997	-0.0743614019999996	0.0179768689999995	-0.00298336900000029	-0.114477826	0.0177351819999996	0.0320011570000003	-0.0603937160000005	-0.0428111479999997	0.0286066570000005	0.116117716999999	0.00185242000000008	0.0304066569999999	-0.148824708000001	0.494129496	0.0216853860000001	0.165491733	0.0489778179999996	-0.112213301	-0.0865299700000004	-0.0899189610000009	-0.0192233850000005	0.125191395	0.00652636100000015	-0.0908092239999996	-0.0669702500000002	0.109637615	-0.07939081	0.0162435460000006	-0.161373869	-0.0873009790000006	-0.00185242000000008	0.0995396309999994	-0.0113253009999998	0.00896391999999979	0.0737537839999995	-0.189444623	-0.193535521	-0.0779034199999997	-0.25125047	0.111069055	-0.00281338500000006	0.0806077669999996	0.1144945125	-0.0204984710000002	0.0984316230000002	0.0110126319999995	0.00442102100000019	-0.0973179529999997	-0.0457437110000005	-0.175310589	0.103404936999999	0.0144949019999996	2.031844021	0.0194664279999999	-0.00669399600000053	-0.0435779620000001
GUF1	-0.2036175765	-0.0931808729999997	0.180898162	-0.0445824320000003	0.194593195	-0.248077415	0.0678401949999996	0.072470483	-0.332207263	-0.0349320080000002	-0.28027961	0.387286941	-0.325191363999999	-0.108985822	-0.260473618000001	0.233789958	-0.0243035839999992	0.212780771	-0.241696076	-0.0582964580000001	0.312873025	-0.176086076	0.0494747549999994	-0.247119532999999	0.632763111	0.149540678	-0.09702989	0.15085289	-0.0288972629999993	-0.18930839	0.142067415	-0.0140432630000005	0.319910212	0.571471144	-0.157119821999999	0.522930382	-0.0170144819999996	0.0430473469999999	-0.155452363999999	0.100796771000001	-0.10164011	-0.225787584999999	0.0140432630000005	0.468149567999999	0.0284146104999996	0.0384496350000001	0.346410737	-0.14307916	0.449746856	0.11370339	-0.171092673	-0.2486775	0.097611026	-0.147531365	-0.22756789	0.0771678060000003	0.529939805	0.0566672960000005
SMOC1	-0.0286283560000005	0.1616502875	-0.1333149485	0.0708100345	0.0308650165	0.1328076105	-0.0431138815000001	0.1518380335	-0.0752068645000001	-0.0575928135000003	-0.0219548894999999	-0.0102071185000003	0.0301478815000005	0.0616151694999996	-0.1029765935	0.0272379154999998	-0.00309006749999963	-0.0787819495000006	0.0717054744999999	-0.1251410935	0.0437143305000003	-0.1520497795	0.0884051784999995	-0.0482856695000002	0.1028398815	0.0333007715000004	-0.1349820345	0.137220152499999	-0.0944947964999994	1.0167322365	0.0925272545000002	0.0154646774999998	-0.0365949414999998	0.173232864499999	-0.0496968474999999	-0.0226121854999999	0.0347635684999998	-0.1210656275	-0.180925881499999	-0.0740217965000003	-0.2327716615	0.0337401015000003	-0.0193069325000002	0.00309006749999963	0.0718108219999998	0.0308709824999998	0.1669321355	0.0842314244999995	0.0436359995000002	-0.0456767204999995	0.0308119454999991	-0.1894541355	0.0549264744999993	-0.0560048305	-0.0523202885000007	0.0131779664999998	-0.0828823055000001	-0.0449138304999996
SKIL	-0.20983688175	0.0524089907500005	0.0260304997500005	-0.0732608392499992	-0.0401392972499992	-0.03003605925	0.0260304997500005	0.0404273807500002	-0.0143906362499995	-0.0483004322499991	0.36041736475	-0.00154727924999998	-0.0388200762499991	0.0622531097499999	-0.13774788125	0.32722102475	-0.0575675502499995	0.18232580475	-0.0738488732499998	-0.0340322802499995	-0.0404130262499991	-0.0579490762499995	-0.0845235842499998	0.154956601750001	0.0260304997500005	-0.161249423249999	-0.0453248392499996	0.0299945507500001	-0.101773958249999	0.100239719750001	0.0110147367500004	-0.14115424625	0.150696295750001	0.0634465337500001	0.0958470927500001	-0.0327424152499991	0.284217059750001	0.0879686687500008	0.0419021267500006	0.13582502475	-0.318089365249999	-0.0280586532499991	-0.0764233982499998	0.0866166017499999	0.00154727924999998	0.0896402287500009	0.00200841475000013	-0.00707427924999982	0.140741753750001	-0.0617244922499993	0.08251998775	-0.12549173825	0.27747314375	-0.08742383925	-0.166826551249999	-0.0331298392499995	0.10707761775	0.0260304997500005
FOXL2	0.0273357365	0.027893728	-5.98299999987617e-06	0.00100396599999941	-0.12149561	0.120788271	-0.00839233900000069	0.120788271	-0.0507786280000002	0.120788271	0.12018889	0.0318185759999996	-0.0752872629999994	-0.0334134240000004	-0.122586975	0.189834778999999	0.0757354410000004	-0.042805365	0.0309577289999994	-0.126078509000001	0.165486084	-0.115573491000001	-0.0282557960000003	0.0648588140000004	0.0917289829999999	-0.150535178	-0.144189407	0.125919914999999	-0.0978146279999996	-0.0335469239999999	0.120788271	-0.0673772550000007	-0.0590855090000004	0.148015186	-0.0496787289999996	0.00182854299999979	5.98299999987617e-06	0.179329966000001	-0.18147772	0.0203281350000002	-0.343748051	0.168247703	0.185696712	0.172412932	0.0476496184999999	-0.0248830850000004	0.106565305	-0.0173520420000002	0.0874372370000001	-0.0449748049999994	-0.092897309	-0.110236373	0.112755728999999	-0.021114136	-0.149971543	0.0125278309999994	-0.0182290680000006	-0.0264170849999998
SPRR2F	-0.0651102109999999	0.0997034915000001	-0.101958439499999	-0.2120718125	-0.3336722875	0.0832235945000002	0.8074058315	0.00917303450000029	-0.0840690595000004	2.2836203225	-0.0172934054999998	-0.1520673045	-0.134419982499999	-0.0735551605000002	-0.2615533895	0.8833948475	0.111337357500001	5.4010640485	0.8786954075	0.4197577465	0.00353855950000037	1.0861669675	0.0353673904999998	-0.206756659499999	0.0854569335000002	0.0385126705000007	-0.230199516499999	-0.2299391175	0.0696087295000001	-0.000981525499999858	-0.1826677365	-0.148418491500001	0.0189465255000001	-0.0616958295000001	-0.0469536434999998	0.1443351705	5.7122765955	0.1720871865	-0.1631490835	-0.0657978135000001	-0.0681372195000001	-0.2318443385	-0.2292831855	2.0663753395	0.0238351279999995	0.0317082885000004	1.5075897295	0.1105730855	0.6537461535	-0.0586877024999999	-0.1802643255	0.000981525499999858	5.7243865475	-0.0603661015000001	-0.00889554249999991	0.1124628825	-0.2840457455	-0.1435657455
SFTPA2	-0.0459878052499998	0.16512667725	0.0148800682500005	0.0208153562500004	0.0938721692500004	1.42793472825	-0.0170092377500004	0.235888559250001	0.16428879625	-0.0247281527499994	0.110951262250001	-0.0441930847500003	-0.113935194749999	0.0299762032499999	-0.16207477175	0.0506884572500002	-0.0524283217499995	-0.0327251187499997	0.0850524152500003	-0.18226664475	-0.0468717297499999	-0.0500192707500005	0.0804911862500002	0.222314153250001	-0.10298984775	-0.0621565337499992	0.0626303382500004	-0.0370995427499996	-0.0728781697499996	-0.00474028874999943	-0.0182348817500002	0.14653469425	0.0804911862500002	0.11318150825	-0.0317845257499996	0.28685240725	0.34402008525	-0.13754962775	-0.215774033749999	-0.0604359237499996	-0.04500199175	0.0249287452500009	0.0804911862500002	0.26175521125	0.000877550749999845	-0.0310786527499993	0.0319065592499999	0.08529052525	-0.0462164407499999	-0.000877550749999845	0.13708789425	-0.252515966749999	0.0322339492499997	-0.00340215275000011	-0.0372736957500002	0.0756562712500002	0.13923569425	-0.0412279837499994
UGT2B15	-0.116771339	0.1209809915	1.2612768905	0.0876552454999997	-0.0325135845000002	-0.0181048725000004	0.00191014450000004	0.0753456015000005	-0.0831017885000005	-0.1142860175	0.0644386275000004	0.0737820764999997	-0.134976762499999	-0.0391725425000002	-0.1901995515	0.0299205845000001	0.0283024155000007	-0.0722855254999999	0.0887969064999998	0.8963764485	-0.0800792635000001	-0.1450835675	0.0915650425000001	-0.0602821945000001	-0.1032129575	0.0575787115000006	0.2085536945	0.0604065675000003	-0.0681868304999993	0.0308485675000005	-0.0862052125000003	-0.0809762975000003	-0.00887009349999968	-0.0173172624999998	0.0190550255000002	0.1037037375	0.0624372295000004	-0.0811172544999996	0.302951466500001	-0.00191014450000004	-0.3123455175	0.1006041775	-0.1057035675	0.0672483474999996	0.116751483	0.117487397500001	0.0939407115000002	0.0264420594999999	0.0324708385000001	-0.111049203499999	-0.0523745375000004	0.5188005845	0.1839266525	-0.0374116864999996	-0.0254228395	-0.0488639744999997	-0.0821833144999999	-0.1936699755
EFCAB1	-0.0211077674999998	0.0639162499999997	-0.100241419	0.134057818	0.00423258099999968	0.123542598	-0.145817911	-0.127682759	-0.0489507670000005	-0.133772386	0.0194485380000002	-0.130973385	0.0515117670000005	0.00930713999999933	0.336257308999999	0.0715552579999996	0.0459298690000005	-0.00243094499999996	0.0780130209999998	-0.0769063009999997	-0.0180284199999998	-0.189233979	-0.0202564359999999	-0.168004758	0.0253875469999998	-0.0962990209999997	-0.182875488	-0.233626029	0.0295994280000005	0.00243094499999996	-0.102508148	0.33404758	-0.121200437	-0.0593972500000004	0.00285261400000048	0.0322710220000002	-0.0635032829999997	1.447850648	-0.251944606	0.0748153090000003	-0.410777996	0.134161716000001	-0.103550894	0.05078892	-0.1091262585	-0.0874556229999999	0.0513725460000001	-0.0116546560000006	0.0111973769999998	0.0328340470000001	0.0157782379999998	-0.118834352	-0.0484877750000003	0.0578680889999998	0.0622515460000002	0.103857123	-0.107032945	0.111148122
MED28	0.0643840170000005	-0.3321657705	0.2267864835	-0.266319651499999	0.4356237205	0.443562585499999	-0.464985651500001	-0.338357787500001	0.3598566525	-0.7181733125	-1.1620275505	0.920406416499999	-0.6167161775	0.0649629915000003	0.0363958565	-1.9248478215	0.211085687499999	0.160458110499999	-0.00516085550000023	-0.440889279500001	-0.00134965249999963	-0.1779488725	0.9249306195	0.333251806499999	0.4464516875	0.1618879165	0.7729867205	-0.4023197705	-0.168673533499999	-0.5172031945	-0.4415506015	0.379218008499999	0.0831782964999994	-0.193758669500001	-0.381227533500001	0.5383440605	-0.6648336005	-0.2966960925	-0.229590363499999	0.00134965249999963	-0.5069664315	-1.2660584665	0.0974433824999994	0.170270026499999	0.275255593999999	0.572341161499999	0.3121050765	0.2701961625	0.2292103985	-0.6196178135	-0.7085914355	-0.321196694500001	-0.798661905500001	0.414821957499999	-0.243999415500001	-0.6371490755	0.0557996694999994	0.5325036015
C2ORF88	0.2569243515	-0.00901061399999969	-0.0130200039999999	0.0565189289999997	0.10238342	0.0576741149999997	0.00169989400000015	0.143438233	-0.114714784000001	0.127068081	0.025949674	-0.0680052240000006	0.419192369000001	-0.135720224	0.491369233	0.393978928	-0.00559816499999988	0.0535824709999999	0.157061403	-0.0760324960000003	0.067308674	-0.0726260710000006	0.0593121399999998	-0.0632328340000003	0.0319849959999998	-0.01724536	-0.163376276	-0.217251105	0.232778233000001	-0.0441241059999995	0.0717989109999997	0.110403418999999	-0.00169989400000015	-0.064106716	-0.0875586140000002	0.0550235560000005	-0.0747634019999999	0.00620924999999994	-0.161178343	-0.116850411	-0.267944631	-0.230643716	-0.102502309	-0.0140009190000003	0.0460209025	-0.00245008099999966	-0.0617676990000002	0.126150098	-0.0916352240000005	0.103923581000001	-0.00500438100000045	0.215555758	0.249500878	0.067308674	-0.0809664790000002	0.067308674	-0.150795208	0.333377368
ATG4C	-0.255785712	-0.162125652499999	-0.103806889499999	-0.207901211499999	-0.162125652499999	-0.235763804499999	0.3321362795	0.215258415500001	-0.2010966355	-0.0541460084999992	-0.141217474499999	-0.0916047194999994	0.0549059235000007	-0.0199174664999999	-0.00559704249999982	-0.2308228565	-0.236682940499999	0.1084702455	0.00559704249999982	-0.142466907499999	0.1295788895	0.0201824495	-0.1052422535	-0.121334872499999	0.364414500500001	-0.245692609499999	-0.1425362975	0.181194551500001	-0.194407042499999	0.149803855500001	-0.0411533644999995	-0.0742203815	0.0842732115000011	0.0990004995000007	0.0517079065000008	-0.0273837364999991	-0.0356203894999991	-0.0113295844999994	0.030096093500001	0.0331051945000009	0.0577513135000007	0.376461313500001	0.2061606185	-0.1528220595	0.123152119	0.284826330500001	0.0988041945000004	0.1872990765	-0.235980178499999	0.0742923555000008	0.1822739195	0.1196650085	-0.1664490085	0.147830245500001	-0.0190961104999996	0.0454545345000001	0.1532950755	0.0258845845000009
NOP14	0.108822585	0.4530475085	0.1432213225	0.4788269495	0.2788472545	0.3382885935	-0.1812529655	-0.0741455424999997	0.5476392875	0.137976000500001	0.406079957500001	0.7669808145	-0.1931111865	-0.101696017500001	-0.191023050500001	1.8540864575	0.457855407500001	-0.1822141695	0.1412456275	0.0178235425	0.0125642034999998	-0.2262303045	0.6572604745	0.1005367465	0.00993422050000037	0.709711635500001	-0.0987875424999998	0.1037385595	0.0916724915000002	-0.378617746499999	-0.2114990335	-0.00993422050000037	-0.0342271864999995	0.0751517114999998	0.2462013045	0.460070559500001	-0.0766724064999997	-0.294656203499999	-0.3401495255	0.0593951865000002	-0.3080327965	0.0864971355000006	-0.2706053555	1.0027699835	-0.0272541099999999	-0.3876250175	-0.3708663055	-0.2538239995	0.4423660675	-0.2900034155	-0.3945436645	-0.2604565085	0.0883886444999997	-0.0219565595	-0.2812683735	-0.3451519485	-0.0629525255000005	-0.2619508135
GALR2	0.0886531524999996	-0.00161546600000007	-0.048599313	0.151683262999999	-0.113248771000001	0.0127082969999992	0.0337085169999995	-0.112928687000001	-0.0337685850000002	-0.0581144149999999	-0.0300217460000005	0.159889551	-0.0175509909999998	-0.0610408220000003	-0.196695331000001	0.0469612629999996	0.174157661	-0.00374256800000028	0.014918703999999	-0.0220339830000005	0.0847729739999994	-0.102491432	0.134976296999999	0.126580687	0.0324311949999996	-0.0960774069999997	-0.0317695680000001	0.206753855999999	-0.103051941	0.146049669	0.143897855999999	0.0109795499999996	0.0755614319999993	0.129615906999999	-0.0436209240000003	-0.0651075330000004	-0.0467993640000004	-0.120625805	-0.184214347	0.00161546600000007	2.25081689	0.0264729320000003	0.160607466	-0.0506438560000011	0.0731006944999995	-0.0504037550000001	1.270406415	1.038176382	0.00653931299999977	0.00420216899999959	0.0166957329999993	0.137438109999999	-0.0119747710000007	-0.0714873480000002	-0.0325185000000006	-0.0130311950000004	-0.0797835170000005	-0.185313433000001
VNN2	-0.0980829999999999	0.0698711774999996	-0.1130480165	0.00520784749999947	-0.1131435595	-0.0695062875000003	0.0280088984999995	0.0452716434999996	0.0266213894999998	0.2699393395	-0.0507385674999998	-0.0253691685000001	0.3054263735	-0.0202836605000005	0.2018692205	-0.00525010149999972	0.0691500175000002	0.1128663565	-0.0879762535000008	0.2018692205	-0.0353380845000002	-0.1010484575	0.0384078985	-0.0762734235	0.0556595345000002	-0.0825802455	0.7958961525	0.2018692205	-0.0827359744999994	-0.0657064744999998	-0.0769251015000005	-0.0841144235000009	-0.0217684064999997	0.1911194405	-0.0563142205	-0.0620166265000002	0.1959375255	-0.1175996105	0.378555034500001	-0.1083994665	-0.2739387885	0.0323227625000007	0.00065555950000018	-0.00911483050000061	0.0780279409999993	-0.0482477125000003	0.00921344049999995	0.1013784415	-0.00065555950000018	0.2018692205	0.0321471824999993	-0.0157165595000004	0.110713661499999	-0.110717542500001	-0.1368386275	0.0306788815000001	0.0509813384999998	0.0655122205000005
SCGB3A1	0.4648296955	-0.0644014660000001	0.236999653	0.0828979239999996	-0.171648398	0.091294687	0.142565873	0.0325448390000003	1.074746568	0.493709077000001	-0.0224135759999995	1.83535445	0.0357102290000006	-0.0587064490000002	-0.019977983	-0.0294272289999999	0.171269585000001	-0.053684686	0.0128951449999994	-0.206920229	-0.0510255679999996	-0.144794381	0.172643831	0.0608556110000005	0.0616106019999996	-0.141599932	0.391881347	-0.0223446180000004	-0.220207093	0.847133161000001	-0.0707534659999998	-0.133722127	-0.0697638729999999	0.0383747369999994	0.000255737000000256	0.0358729080000004	-0.0331857029999996	0.305136042	0.317862111000001	0.137253619	-0.274144093	-0.0362677709999999	-0.0586604999999998	0.0168989409999996	-0.0978645595000001	1.10961911	0.0376101439999998	0.00176738199999926	-0.0113135249999998	-0.0223254319999993	0.00243791999999976	-0.000255737000000256	0.0608932969999993	-0.065609754	-0.132954365	-0.0124783130000004	-0.172425246	-0.0420816359999994
TGS1	0.1869107795	-0.328081831	-0.0207024749999998	0.188206568	0.0603989060000001	-0.282161195	-0.118624805	0.263080330000001	0.232979415	0.149807754000001	-0.44696639	0.127074805	-0.345465882	0.0863521940000003	-0.0706444660000005	-0.435766737999999	0.00965836500000039	0.00450183900000001	0.326324924	0.015037194	-0.0189475679999993	-0.122421144	0.549906975	0.649234009	-0.00450183900000001	0.359509390000001	0.148009804	-0.129809805	-0.136917449999999	-0.117791094	-0.217414601999999	0.216459601	0.171013804000001	0.197469839	0.203598008000001	0.132427195	-0.129853685999999	-0.191015602	-0.155033263	0.195520822	0.141172194000001	-0.319276382	0.222431686	0.833336262	0.1379963555	-0.20385828	-0.118480746	-0.182734788	0.180778322000001	-0.0696200339999993	0.0425019360000003	-0.240759619	-0.278484602	0.216029194	-0.0539774330000005	-0.365997263	-0.285565467	-0.0612549579999997
EDEM1	-0.29338217	0.2709555505	-0.4242124485	-0.5375422965	0.1936262285	-0.9199719575	0.4903342625	1.0157069745	0.1982985335	0.0287805164999999	0.5571647455	-0.4264762115	-0.2373857375	0.1298402035	0.345972601499999	-1.0118743645	-0.1887937365	0.1633100765	-0.1683503985	-0.0769884324999999	0.131433211500001	0.773923415499999	-0.7090166185	0.8196942125	0.628689364499999	-0.600065287499999	-0.457184280499999	0.5507209575	-0.3413444495	0.158137635500001	-0.0237026185000002	0.2395489575	0.1229671095	1.2334487205	0.5100583645	-0.279970872499999	-0.0403621434999999	0.0237026185000002	-0.5259573985	-0.0812620344999995	0.2744035505	-0.7453189245	0.1253985005	-0.8832082795	-0.344662203	-0.4812131105	-0.188384729500001	-0.2867448045	-0.7499370255	0.422269389500001	-0.4167960125	-0.5333141445	0.2551799405	0.2520550755	1.0695889065	-0.7689752285	0.616840143500001	0.3243250585
HS3ST1	0.278617364	0.5667659995	0.365150932500001	-0.3027761355	1.1188898305	-0.4109436605	0.1444520345	-0.3685013225	1.3119148475	-0.4222675595	-0.332829601499999	1.2032118305	-0.2607074065	-0.310196186500001	1.3560913895	-0.1844873895	0.3998809835	1.6398009495	-0.3668174915	-0.1063785595	-0.4111476785	-0.1758698985	0.9504930515	-0.0306668304999995	-0.3286721525	0.7161877545	0.8159122195	-0.2754797455	-0.5884196105	-0.370429576499999	-0.2827906445	0.941838575499999	0.319503016500001	0.5135517795	-0.0177991354999998	-0.3160711355	0.7348033055	-0.2735134575	0.4771260685	1.5658682035	-0.4445010515	0.5721553385	-0.4852403215	-0.4004405085	-0.358981568	0.1630462035	-0.3692996785	1.4885232715	-0.2881589495	0.2906438555	0.2581624535	-0.3814228815	0.0871216275000002	0.943056050499999	0.4911741185	-0.4200754995	0.0177991354999998	1.2884456265
